"ï»¿""Longitude (x)""",Latitude (y),Station Name,Climate ID,Date/Time (LST),Temp (ÂC),Temp Flag,Dew Point Temp (ÂC),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T06:00:00.000000,21.6,"",13.2,"",59,"","","",24,"",28,"",48.3,"",99.85,"",25,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T07:00:00.000000,22.1,"",13.8,"",59,"","","",25,"",20,"",48.3,"",99.86,"",25,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T08:00:00.000000,23.4,"",14.4,"",57,"","","",24,"",26,"",48.3,"",99.88,"",27,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T09:00:00.000000,24.2,"",13.9,"",53,"","","",23,"",26,"",48.3,"",99.83,"",28,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T10:00:00.000000,25.1,"",14.5,"",52,"","","",23,"",30,"",48.3,"",99.83,"",29,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T11:00:00.000000,26.3,"",14.9,"",50,"","","",23,"",26,"",48.3,"",99.79,"",30,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T12:00:00.000000,27.6,"",15.5,"",48,"","","",22,"",26,"",48.3,"",99.74,"",32,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T13:00:00.000000,28.0,"",14.8,"",45,"","","",22,"",30,"",48.3,"",99.68,"",32,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T14:00:00.000000,29.9,"",13.8,"",37,"","","",25,"",33,"",48.3,"",99.67,"",33,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T15:00:00.000000,28.8,"",13.2,"",38,"","","",27,"",28,"",24.1,"",99.66,"",32,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T16:00:00.000000,29.0,"",13.1,"",38,"","","",23,"",26,"",48.3,"",99.65,"",32,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T17:00:00.000000,24.8,"",17.6,"",64,"","","",21,"",11,"",48.3,"",99.69,"",31,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T18:00:00.000000,24.3,"",16.2,"",61,"","","",25,"",22,"",24.1,"",99.79,"",29,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T19:00:00.000000,23.9,"",16.6,"",64,"","","",28,"",7,"",48.3,"",99.86,"",29,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T20:00:00.000000,22.9,"",16.2,"",66,"","","",26,"",6,"",25.0,"",99.92,"",28,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T21:00:00.000000,23.6,"",16.3,"",64,"","","",9,"",13,"",25.0,"",100.02,"",28,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T22:00:00.000000,23.3,"",15.3,"",61,"","","",9,"",7,"",25.0,"",100.04,"",27,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-06-30T23:00:00.000000,22.3,"",15.6,"",66,"","","",12,"",4,"",25.0,"",100.07,"",27,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T00:00:00.000000,22.0,"",15.7,"",67,"","","","","",0,"",25.0,"",100.1,"",26,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T01:00:00.000000,21.1,"",16.8,"",76,"","","",17,"",6,"",25.0,"",100.14,"",26,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T02:00:00.000000,20.4,"",16.1,"",76,"","","",32,"",9,"",24.1,"",100.16,"",25,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T03:00:00.000000,20.2,"",13.8,"",67,"","","",34,"",7,"",25.0,"",100.22,"","","","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T04:00:00.000000,20.0,"",12.3,"",61,"","","",33,"",6,"",24.1,"",100.27,"","","","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T05:00:00.000000,20.2,"",12.3,"",60,"","","","","",0,"",24.1,"",100.32,"","","","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T06:00:00.000000,21.0,"",12.9,"",60,"","","",35,"",7,"",24.1,"",100.41,"","","","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T07:00:00.000000,21.3,"",13.4,"",61,"","","",34,"",11,"",24.1,"",100.46,"","","","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T08:00:00.000000,21.6,"",13.1,"",58,"","","",34,"",6,"",24.1,"",100.5,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T09:00:00.000000,22.9,"",13.0,"",54,"","","",29,"",4,"",48.3,"",100.51,"",26,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T10:00:00.000000,23.4,"",13.5,"",54,"","","",28,"",13,"",48.3,"",100.5,"",26,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T11:00:00.000000,24.6,"",14.4,"",53,"","","",27,"",19,"",48.3,"",100.5,"",28,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T12:00:00.000000,24.2,"",13.4,"",51,"","","",25,"",22,"",48.3,"",100.54,"",27,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T13:00:00.000000,25.4,"",14.0,"",49,"","","",27,"",22,"",48.3,"",100.55,"",29,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T14:00:00.000000,25.1,"",13.9,"",50,"","","",32,"",17,"",48.3,"",100.56,"",28,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T15:00:00.000000,24.7,"",14.0,"",51,"","","",33,"",15,"",48.3,"",100.56,"",28,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T16:00:00.000000,24.7,"",13.8,"",51,"","","",33,"",15,"",48.3,"",100.55,"",28,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T17:00:00.000000,25.3,"",14.5,"",51,"","","",34,"",11,"",48.3,"",100.52,"",29,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T18:00:00.000000,24.5,"",13.9,"",52,"","","",31,"",17,"",48.3,"",100.52,"",28,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T19:00:00.000000,23.6,"",13.0,"",51,"","","",31,"",15,"",48.3,"",100.51,"",26,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T20:00:00.000000,21.9,"",12.9,"",57,"","","",32,"",11,"",25.0,"",100.55,"",25,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T21:00:00.000000,21.3,"",12.9,"",59,"","","",32,"",7,"",25.0,"",100.63,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T22:00:00.000000,19.6,"",13.0,"",66,"","","",31,"",11,"",25.0,"",100.63,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-01T23:00:00.000000,19.1,"",12.9,"",67,"","","",31,"",9,"",25.0,"",100.67,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T00:00:00.000000,18.1,"",13.0,"",72,"","","",30,"",13,"",25.0,"",100.69,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T01:00:00.000000,17.3,"",12.6,"",74,"","","",30,"",7,"",25.0,"",100.71,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T02:00:00.000000,16.6,"",12.5,"",77,"","","",30,"",7,"",25.0,"",100.72,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T03:00:00.000000,16.6,"",12.5,"",77,"","","",30,"",6,"",25.0,"",100.72,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T04:00:00.000000,16.8,"",12.4,"",75,"","","","","",0,"",24.1,"",100.75,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T05:00:00.000000,16.6,"",12.7,"",78,"","","",31,"",6,"",24.1,"",100.76,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T06:00:00.000000,19.5,"",14.0,"",71,"","","",32,"",6,"",48.3,"",100.79,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T07:00:00.000000,21.5,"",14.6,"",65,"","","",30,"",9,"",48.3,"",100.81,"",25,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T08:00:00.000000,22.2,"",14.8,"",63,"","","",26,"",15,"",48.3,"",100.84,"",26,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T09:00:00.000000,23.4,"",15.0,"",59,"","","",27,"",15,"",48.3,"",100.83,"",27,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T10:00:00.000000,23.6,"",15.1,"",59,"","","",21,"",13,"",48.3,"",100.81,"",28,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T11:00:00.000000,25.2,"",15.6,"",55,"","","",24,"",19,"",48.3,"",100.78,"",30,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T12:00:00.000000,25.9,"",15.6,"",53,"","","",26,"",15,"",48.3,"",100.73,"",30,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T13:00:00.000000,26.5,"",13.7,"",45,"","","",29,"",17,"",48.3,"",100.66,"",30,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T14:00:00.000000,26.7,"",12.8,"",42,"","","",25,"",19,"",48.3,"",100.61,"",29,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T15:00:00.000000,28.3,"",12.3,"",37,"","","",27,"",30,"",48.3,"",100.55,"",31,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T16:00:00.000000,28.0,"",11.6,"",36,"","","",28,"",22,"",48.3,"",100.54,"",30,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T17:00:00.000000,26.3,"",9.7,"",35,"","","",33,"",26,"",48.3,"",100.62,"",27,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T18:00:00.000000,25.9,"",10.0,"",37,"","","",32,"",20,"",48.3,"",100.66,"",27,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T19:00:00.000000,24.5,"",9.7,"",39,"","","",34,"",15,"",48.3,"",100.69,"",26,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T20:00:00.000000,21.7,"",10.0,"",47,"","","",31,"",9,"",25.0,"",100.75,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T21:00:00.000000,20.0,"",10.4,"",54,"","","",30,"",6,"",25.0,"",100.81,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T22:00:00.000000,19.1,"",10.5,"",57,"","","",30,"",6,"",25.0,"",100.82,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-02T23:00:00.000000,19.0,"",10.8,"",59,"","","",33,"",7,"",25.0,"",100.81,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T00:00:00.000000,18.2,"",10.8,"",62,"","","",32,"",7,"",25.0,"",100.83,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T01:00:00.000000,16.7,"",10.5,"",67,"","","",33,"",4,"",25.0,"",100.84,"","","","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T02:00:00.000000,17.2,"",11.1,"",67,"","","",1,"",4,"",25.0,"",100.83,"","","","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T03:00:00.000000,16.9,"",10.4,"",66,"","","","","",0,"",25.0,"",100.83,"","","","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T04:00:00.000000,14.3,"",10.5,"",78,"","","",32,"",6,"",24.1,"",100.89,"","","","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T05:00:00.000000,17.6,"",10.8,"",64,"","","",4,"",6,"",48.3,"",100.84,"","","","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T06:00:00.000000,18.5,"",11.1,"",62,"","","",3,"",9,"",48.3,"",100.98,"","","","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T07:00:00.000000,20.3,"",10.3,"",53,"","","",10,"",6,"",48.3,"",100.97,"","","","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T08:00:00.000000,21.5,"",10.9,"",51,"","","","","",0,"",48.3,"",100.96,"","","","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T09:00:00.000000,21.9,"",11.1,"",50,"","","",19,"",9,"",48.3,"",100.94,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T10:00:00.000000,23.0,"",11.6,"",49,"","","",15,"",4,"",48.3,"",100.89,"",25,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T11:00:00.000000,24.1,"",12.0,"",47,"","","",22,"",9,"",48.3,"",100.85,"",26,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T12:00:00.000000,25.2,"",12.3,"",45,"","","",18,"",11,"",48.3,"",100.79,"",28,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T13:00:00.000000,26.9,"",13.1,"",43,"","","",24,"",13,"",48.3,"",100.74,"",30,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T14:00:00.000000,27.3,"",13.0,"",41,"","","",20,"",9,"",48.3,"",100.66,"",30,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T15:00:00.000000,26.9,"",12.3,"",40,"","","",19,"",15,"",48.3,"",100.58,"",29,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T16:00:00.000000,27.4,"",11.4,"",37,"","","",21,"",15,"",48.3,"",100.55,"",29,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T17:00:00.000000,27.5,"",10.4,"",34,"","","",21,"",15,"",48.3,"",100.49,"",29,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T18:00:00.000000,27.0,"",10.7,"",36,"","","",20,"",11,"",48.3,"",100.44,"",29,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T19:00:00.000000,25.3,"",14.4,"",51,"","","",16,"",17,"",48.3,"",100.41,"",29,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T20:00:00.000000,24.8,"",12.8,"",47,"","","",16,"",17,"",48.3,"",100.36,"",27,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T21:00:00.000000,25.0,"",13.9,"",50,"","","",22,"",13,"",25.0,"",100.37,"",28,"","","",Rain Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T22:00:00.000000,21.5,"",14.8,"",66,"","","",31,"",17,"",25.0,"",100.35,"",25,"","","",Rain Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-03T23:00:00.000000,20.8,"",14.8,"",69,"","","","","",0,"",25.0,"",100.32,"",25,"","","",Rain Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T00:00:00.000000,19.8,"",15.9,"",78,"","","",24,"",6,"",16.1,"",100.34,"","","","","",Rain
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T01:00:00.000000,19.4,"",16.6,"",84,"","","",16,"",6,"",25.0,"",100.25,"","","","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T02:00:00.000000,19.3,"",16.5,"",84,"","","",16,"",13,"",25.0,"",100.21,"","","","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T03:00:00.000000,19.3,"",16.4,"",83,"","","",16,"",13,"",25.0,"",100.19,"","","","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T04:00:00.000000,19.9,"",16.9,"",83,"","","",20,"",13,"",19.3,"",100.21,"","","","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T05:00:00.000000,20.3,"",17.1,"",82,"","","",25,"",15,"",12.9,"",100.25,"",26,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T06:00:00.000000,20.5,"",17.3,"",82,"","","",24,"",15,"",16.1,"",100.24,"",26,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T07:00:00.000000,21.1,"",17.7,"",81,"","","",25,"",15,"",16.1,"",100.24,"",27,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T08:00:00.000000,22.3,"",18.1,"",77,"","","",26,"",17,"",16.1,"",100.23,"",28,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T09:00:00.000000,23.2,"",18.4,"",74,"","","",24,"",17,"",16.1,"",100.2,"",30,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T10:00:00.000000,24.6,"",18.9,"",71,"","","",25,"",19,"",19.3,"",100.16,"",31,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T11:00:00.000000,24.8,"",18.9,"",70,"","","",27,"",24,"",19.3,"",100.13,"",31,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T12:00:00.000000,26.1,"",20.2,"",70,"","","",27,"",24,"",19.3,"",100.14,"",34,"","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T13:00:00.000000,27.0,"",20.1,"",66,"","","",27,"",24,"",19.3,"",100.07,"",35,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T14:00:00.000000,27.5,"",19.9,"",63,"","","",28,"",24,"",19.3,"",100.04,"",35,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T15:00:00.000000,28.4,"",19.9,"",60,"","","",28,"",19,"",19.3,"",99.98,"",36,"","","",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T16:00:00.000000,26.7,"",20.1,"",67,"","","",19,"",15,"",24.1,"",99.84,"",34,"","","",Thunderstorms
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T17:00:00.000000,21.6,"",20.0,"",91,"","","",25,"",11,"",24.1,"",100.02,"",29,"","","","Thunderstorms,Rain Showers"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T18:00:00.000000,23.4,"",20.7,"",85,"","","",33,"",9,"",24.1,"",100.06,"",32,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T19:00:00.000000,23.3,"",20.2,"",83,"","","",32,"",6,"",24.1,"",100.09,"",31,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T20:00:00.000000,21.8,"",19.1,"",85,"","","",32,"",9,"",24.1,"",100.15,"",29,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T21:00:00.000000,21.2,"",18.3,"",84,"","","",34,"",9,"",25.0,"",100.25,"",27,"","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T22:00:00.000000,21.1,"",16.9,"",77,"","","",34,"",17,"",25.0,"",100.31,"",26,"","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-04T23:00:00.000000,19.1,"",15.9,"",82,"","","",33,"",11,"",25.0,"",100.37,"","","","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-05T00:00:00.000000,17.9,"",14.8,"",82,"","","",31,"",9,"",25.0,"",100.38,"","","","","",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-05T01:00:00.000000,17.2,"",14.8,"",86,"","","",32,"",6,"",25.0,"",100.45,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-05T02:00:00.000000,16.6,"",14.6,"",88,"","","",31,"",11,"",25.0,"",100.43,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-05T03:00:00.000000,16.8,"",14.6,"",87,"","","",31,"",11,"",25.0,"",100.46,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-05T04:00:00.000000,15.8,"",14.1,"",90,"","","",32,"",7,"",24.1,"",100.47,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-05T05:00:00.000000,16.1,"",14.5,"",90,"","","",30,"",9,"",24.1,"",100.56,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-05T06:00:00.000000,18.3,"",14.5,"",79,"","","",35,"",13,"",24.1,"",100.62,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-05T07:00:00.000000,19.4,"",14.7,"",74,"","","",36,"",17,"",24.1,"",100.68,"","","","","",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2012-07-05T08:00:00.000000,20.4,"",15.0,"",71,"","","",34,"",7,"",24.1,"",100.73,"","","","","",Mainly Clear
