"ï»¿""Longitude (x)""",Latitude (y),Station Name,Climate ID,Date/Time (LST),Temp (ÂC),Temp Flag,Dew Point Temp (ÂC),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T00:00:00.000000,-1.0,"",-1.7,"",95,"","","",26,"",35,"",6.4,"",99.89,"","","",-8,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T01:00:00.000000,-2.0,"",-5.1,"",79,"","","",27,"",35,"",16.1,"",99.93,"","","",-10,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T02:00:00.000000,-2.7,"",-6.0,"",78,"","","",30,"",28,"",19.3,"",100.08,"","","",-10,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T03:00:00.000000,-5.6,"",-11.7,"",62,"","","",28,"",30,"",25.0,"",100.21,"","","",-14,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T04:00:00.000000,-7.7,"",-12.6,"",68,"","","",29,"",35,"",19.3,"",100.32,"","","",-17,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T05:00:00.000000,-9.7,"",-14.8,"",66,"","","",28,"",33,"",25.0,"",100.47,"","","",-20,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T06:00:00.000000,-11.1,"",-17.0,"",62,"","","",30,"",30,"",25.0,"",100.65,"","","",-21,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T07:00:00.000000,-12.2,"",-17.2,"",66,"","","",28,"",20,"",25.0,"",100.78,"","","",-21,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T08:00:00.000000,-13.0,"",-17.7,"",68,"","","",26,"",13,"",24.1,"",100.87,"","","",-20,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T09:00:00.000000,-13.0,"",-17.3,"",70,"","","",27,"",20,"",24.1,"",100.86,"","","",-22,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T10:00:00.000000,-12.6,"",-17.8,"",65,"","","",28,"",19,"",24.1,"",100.9,"","","",-21,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T11:00:00.000000,-12.2,"",-17.6,"",64,"","","",28,"",22,"",24.1,"",100.88,"","","",-21,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T12:00:00.000000,-11.8,"",-17.2,"",64,"","","",27,"",26,"",24.1,"",100.87,"","","",-21,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T13:00:00.000000,-11.3,"",-17.4,"",61,"","","",25,"",26,"",24.1,"",100.83,"","","",-21,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T14:00:00.000000,-11.3,"",-17.4,"",61,"","","",26,"",28,"",24.1,"",100.82,"","","",-21,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T15:00:00.000000,-11.4,"",-17.6,"",60,"","","",26,"",30,"",24.1,"",100.85,"","","",-21,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T16:00:00.000000,-12.0,"",-18.0,"",61,"","","",27,"",22,"",24.1,"",100.81,"","","",-21,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T17:00:00.000000,-13.0,"",-18.4,"",64,"","","",27,"",19,"",25.0,"",100.9,"","","",-21,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T18:00:00.000000,-13.4,"",-18.4,"",66,"","","",25,"",24,"",25.0,"",100.96,"","","",-23,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T19:00:00.000000,-14.1,"",-18.7,"",68,"","","",25,"",20,"",25.0,"",101.02,"","","",-23,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T20:00:00.000000,-14.3,"",-19.0,"",67,"","","",25,"",15,"",25.0,"",101.04,"","","",-22,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T21:00:00.000000,-14.8,"",-19.5,"",67,"","","",24,"",15,"",25.0,"",100.98,"","","",-23,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T22:00:00.000000,-16.3,"",-20.2,"",72,"","","",27,"",7,"",25.0,"",100.98,"","","",-21,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-01T23:00:00.000000,-15.4,"",-19.8,"",69,"","","",26,"",11,"",25.0,"",100.99,"","","",-22,"",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T00:00:00.000000,-14.0,"",-18.4,"",69,"","","",24,"",11,"",19.3,"",100.96,"","","",-20,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T01:00:00.000000,-14.1,"",-18.3,"",70,"","","",24,"",11,"",25.0,"",100.91,"","","",-21,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T02:00:00.000000,-14.3,"",-18.3,"",72,"","","",26,"",13,"",25.0,"",100.94,"","","",-21,"",Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T03:00:00.000000,-14.7,"",-18.0,"",76,"","","",30,"",9,"",19.3,"",100.91,"","","",-20,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T04:00:00.000000,-14.2,"",-17.1,"",79,"","","",36,"",6,"",9.7,"",100.83,"","","",-18,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T05:00:00.000000,-14.3,"",-17.0,"",80,"","","","","",0,"",6.4,"",100.81,"","","","","",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T06:00:00.000000,-14.4,"",-16.8,"",82,"","","",33,"",4,"",6.4,"",100.84,"","","",-17,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T07:00:00.000000,-14.9,"",-17.6,"",80,"","","",36,"",9,"",8.0,"",100.92,"","","",-21,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T08:00:00.000000,-15.8,"",-18.3,"",81,"","","",34,"",7,"",24.1,"",101.01,"","","",-21,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T09:00:00.000000,-15.0,"",-18.0,"",78,"","","",33,"",9,"",24.1,"",101.15,"","","",-21,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T10:00:00.000000,-15.1,"",-18.8,"",73,"","","",1,"",9,"",24.1,"",101.33,"","","",-21,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T11:00:00.000000,-14.6,"",-20.2,"",62,"","","",3,"",9,"",24.1,"",101.41,"","","",-20,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T12:00:00.000000,-14.6,"",-19.3,"",67,"","","",1,"",7,"",4.8,"",101.42,"","","",-19,"",Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T13:00:00.000000,-14.7,"",-19.4,"",67,"","","",35,"",17,"",12.9,"",101.47,"","","",-23,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T14:00:00.000000,-15.3,"",-22.8,"",53,"","","",34,"",19,"",24.1,"",101.53,"","","",-24,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T15:00:00.000000,-15.6,"",-24.2,"",48,"","","",32,"",15,"",24.1,"",101.66,"","","",-24,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T16:00:00.000000,-17.0,"",-25.0,"",50,"","","",29,"",19,"",24.1,"",101.79,"","","",-26,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T17:00:00.000000,-18.1,"",-25.5,"",52,"","","",28,"",17,"",24.1,"",101.9,"","","",-27,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T18:00:00.000000,-18.5,"",-25.7,"",53,"","","",27,"",15,"",25.0,"",101.97,"","","",-27,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T19:00:00.000000,-19.5,"",-26.1,"",56,"","","",30,"",9,"",25.0,"",101.99,"","","",-26,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T20:00:00.000000,-20.1,"",-26.4,"",57,"","","",29,"",17,"",25.0,"",102.03,"","","",-30,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T21:00:00.000000,-20.5,"",-26.7,"",58,"","","",27,"",11,"",25.0,"",102.05,"","","",-28,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T22:00:00.000000,-20.7,"",-26.0,"",62,"","","",25,"",6,"",25.0,"",102.07,"","","",-26,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-02T23:00:00.000000,-21.7,"",-26.3,"",66,"","","",27,"",9,"",25.0,"",102.13,"","","",-29,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T00:00:00.000000,-21.2,"",-26.4,"",63,"","","",32,"",7,"",25.0,"",102.07,"","","",-27,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T01:00:00.000000,-21.2,"",-25.9,"",66,"","","",32,"",4,"",25.0,"",102.1,"","","",-25,"",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T02:00:00.000000,-20.8,"",-25.8,"",64,"","","",22,"",13,"",25.0,"",102.13,"","","",-29,"",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T03:00:00.000000,-20.9,"",-25.6,"",66,"","","",26,"",4,"",25.0,"",102.11,"","","",-24,"",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T04:00:00.000000,-21.4,"",-26.2,"",65,"","","",24,"",4,"",25.0,"",102.05,"","","",-25,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T05:00:00.000000,-22.6,"",-27.7,"",63,"","","",24,"",6,"",25.0,"",101.98,"","","",-28,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T06:00:00.000000,-21.9,"",-26.4,"",67,"","","",24,"",6,"",25.0,"",101.99,"","","",-27,"",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T07:00:00.000000,-23.1,"",-26.6,"",73,"","","",24,"",6,"",25.0,"",101.95,"","","",-29,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T08:00:00.000000,-22.3,"",-26.7,"",67,"","","",24,"",6,"",48.3,"",101.91,"","","",-28,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T09:00:00.000000,-19.8,"",-25.1,"",63,"","","",24,"",6,"",48.3,"",101.87,"","","",-25,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T10:00:00.000000,-18.4,"",-24.8,"",57,"","","",22,"",9,"",48.3,"",101.87,"","","",-25,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T11:00:00.000000,-17.9,"",-24.3,"",57,"","","",21,"",11,"",48.3,"",101.77,"","","",-25,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T12:00:00.000000,-17.6,"",-23.8,"",58,"","","",23,"",9,"",24.1,"",101.66,"","","",-24,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T13:00:00.000000,-17.0,"",-21.5,"",68,"","","",22,"",9,"",24.1,"",101.55,"","","",-23,"",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T14:00:00.000000,-16.4,"",-21.7,"",64,"","","",20,"",4,"",16.1,"",101.44,"","","",-19,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T15:00:00.000000,-16.0,"",-21.4,"",63,"","","",14,"",6,"",12.9,"",101.37,"","","",-20,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T16:00:00.000000,-15.9,"",-21.2,"",64,"","","",10,"",6,"",6.4,"",101.33,"","","",-20,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T17:00:00.000000,-15.4,"",-19.9,"",68,"","","",10,"",6,"",8.0,"",101.25,"","","",-20,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T18:00:00.000000,-15.0,"",-18.3,"",76,"","","",10,"",7,"",16.1,"",101.15,"","","",-20,"",Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T19:00:00.000000,-14.5,"",-17.5,"",78,"","","",9,"",7,"",25.0,"",101.09,"","","",-19,"",Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T20:00:00.000000,-14.0,"",-17.0,"",78,"","","",7,"",7,"",16.1,"",100.97,"","","",-19,"",Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T21:00:00.000000,-13.2,"",-16.1,"",79,"","","",4,"",7,"",8.0,"",100.9,"","","",-18,"",Snow Showers
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T22:00:00.000000,-13.9,"",-16.4,"",81,"","","",2,"",9,"",4.8,"",100.84,"","","",-20,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-03T23:00:00.000000,-14.0,"",-16.6,"",81,"","","",35,"",7,"",4.8,"",100.78,"","","",-19,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T00:00:00.000000,-14.6,"",-17.3,"",80,"","","",35,"",13,"",2.8,"",100.74,"","","",-22,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T01:00:00.000000,-15.3,"",-18.3,"",78,"","","",30,"",6,"",11.3,"",100.69,"","","",-20,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T02:00:00.000000,-14.3,"",-17.5,"",77,"","","",21,"",7,"",12.9,"",100.68,"","","",-19,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T03:00:00.000000,-13.7,"",-16.6,"",79,"","","",22,"",13,"",12.9,"",100.73,"","","",-21,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T04:00:00.000000,-13.1,"",-15.9,"",79,"","","",21,"",13,"",16.1,"",100.64,"","","",-20,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T05:00:00.000000,-12.3,"",-14.7,"",82,"","","",22,"",11,"",19.3,"",100.57,"","","",-18,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T06:00:00.000000,-11.6,"",-13.4,"",86,"","","",20,"",15,"",3.2,"",100.52,"","","",-19,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T07:00:00.000000,-10.8,"",-12.0,"",91,"","","",15,"",15,"",12.9,"",100.38,"","","",-18,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T08:00:00.000000,-8.8,"",-9.9,"",92,"","","",18,"",13,"",16.1,"",100.26,"","","",-15,"",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T09:00:00.000000,-8.8,"",-9.9,"",92,"","","",27,"",7,"",16.1,"",100.27,"","","",-13,"",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T10:00:00.000000,-6.2,"",-8.0,"",87,"","","",21,"",19,"",4.0,"",100.18,"","","",-13,"","Snow,Fog"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T11:00:00.000000,-1.4,"",-3.7,"",84,"","","",23,"",46,"",8.0,"",100.09,"","","",-10,"","Snow,Blowing Snow"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T12:00:00.000000,-0.7,"",-3.7,"",80,"","","",24,"",46,"",6.4,"",100.01,"","","",-9,"","Snow,Blowing Snow"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T13:00:00.000000,-0.3,"",-3.6,"",78,"","","",24,"",48,"",12.9,"",100.0,"","","",-8,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T14:00:00.000000,0.1,"",-3.9,"",74,"","","",24,"",39,"",24.1,"",100.01,"","","","","",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T15:00:00.000000,0.2,"",-3.9,"",74,"","","",25,"",37,"",24.1,"",100.05,"","","","","",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T16:00:00.000000,0.1,"",-3.8,"",75,"","","",25,"",32,"",25.0,"",100.11,"","","","","",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T17:00:00.000000,0.1,"",-3.5,"",77,"","","",24,"",33,"",25.0,"",100.15,"","","","","",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T18:00:00.000000,0.1,"",-3.4,"",77,"","","",24,"",30,"",25.0,"",100.19,"","","","","",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T19:00:00.000000,0.1,"",-3.6,"",76,"","","",23,"",37,"",25.0,"",100.2,"","","","","",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T20:00:00.000000,-0.3,"",-3.4,"",80,"","","",24,"",33,"",25.0,"",100.22,"","","",-7,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T21:00:00.000000,-0.4,"",-3.0,"",83,"","","",24,"",37,"",25.0,"",100.19,"","","",-8,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T22:00:00.000000,-1.2,"",-2.7,"",90,"","","",24,"",35,"",6.4,"",100.16,"","","",-9,"",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-04T23:00:00.000000,-0.9,"",-3.0,"",86,"","","",24,"",43,"",6.4,"",100.14,"","","",-9,"","Snow,Blowing Snow"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T00:00:00.000000,-1.0,"",-3.0,"",86,"","","",24,"",44,"",4.0,"",100.13,"","","",-9,"","Snow,Blowing Snow"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T01:00:00.000000,-0.7,"",-2.7,"",86,"","","",24,"",41,"",9.7,"",100.2,"","","",-8,"","Snow,Blowing Snow"
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T02:00:00.000000,0.3,"",-3.3,"",77,"","","",25,"",41,"",16.1,"",100.33,"","","","","",Snow
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T03:00:00.000000,-1.0,"",-4.6,"",77,"","","",29,"",30,"",19.3,"",100.59,"","","",-8,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T04:00:00.000000,-2.1,"",-7.4,"",67,"","","",28,"",28,"",25.0,"",100.74,"","","",-9,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T05:00:00.000000,-2.5,"",-7.9,"",66,"","","",27,"",22,"",25.0,"",100.91,"","","",-9,"",Mostly Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T06:00:00.000000,-3.9,"",-10.4,"",61,"","","",31,"",35,"",25.0,"",101.23,"","","",-12,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T07:00:00.000000,-6.1,"",-14.3,"",52,"","","",31,"",20,"",25.0,"",101.47,"","","",-13,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T08:00:00.000000,-7.4,"",-15.2,"",54,"","","",29,"",20,"",24.1,"",101.69,"","","",-15,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T09:00:00.000000,-7.9,"",-14.8,"",58,"","","",30,"",19,"",24.1,"",101.83,"","","",-15,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T10:00:00.000000,-7.7,"",-15.3,"",54,"","","",31,"",15,"",24.1,"",101.96,"","","",-14,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T11:00:00.000000,-7.6,"",-15.6,"",53,"","","",30,"",19,"",48.3,"",102.0,"","","",-15,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T12:00:00.000000,-7.2,"",-15.2,"",53,"","","",26,"",20,"",48.3,"",102.04,"","","",-14,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T13:00:00.000000,-7.4,"",-14.9,"",55,"","","",29,"",17,"",48.3,"",102.0,"","","",-14,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T14:00:00.000000,-6.8,"",-14.9,"",52,"","","",27,"",17,"",48.3,"",102.0,"","","",-13,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T15:00:00.000000,-6.9,"",-14.7,"",54,"","","",27,"",11,"",48.3,"",102.02,"","","",-12,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T16:00:00.000000,-8.2,"",-15.1,"",58,"","","",28,"",7,"",48.3,"",102.0,"","","",-12,"",Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T17:00:00.000000,-9.4,"",-14.9,"",64,"","","",26,"",7,"",25.0,"",102.02,"","","",-13,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T18:00:00.000000,-9.2,"",-14.9,"",63,"","","",24,"",6,"",25.0,"",101.96,"","","",-13,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T19:00:00.000000,-9.7,"",-15.4,"",63,"","","",18,"",4,"",25.0,"",101.92,"","","",-12,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T20:00:00.000000,-12.9,"",-16.2,"",76,"","","",22,"",6,"",25.0,"",101.95,"","","",-17,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T21:00:00.000000,-11.6,"",-13.7,"",84,"","","",15,"",7,"",25.0,"",101.92,"","","",-16,"",Mainly Clear
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T22:00:00.000000,-9.5,"",-12.3,"",80,"","","",11,"",7,"",25.0,"",101.83,"","","",-13,"",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-05T23:00:00.000000,-9.0,"",-12.6,"",75,"","","",11,"",7,"",25.0,"",101.78,"","","",-13,"",Cloudy
-73.75,45.47,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,7025250,2013-01-06T00:00:00.000000,-8.6,"",-12.0,"",76,"","","",10,"",6,"",25.0,"",101.71,"","","",-12,"",Snow
